ts,data_analogInput_4,data_temperatureSensor_0,data_humiditySensor_1
2022-02-19 18:30:19,0,0,0
2022-02-19 18:35:19,0,0,0
2022-02-19 18:40:19,0,0,0
2022-02-19 18:45:19,0,0,0
2022-02-19 18:50:19,0,0,0
2022-02-19 18:55:19,0,0,0
2022-02-19 19:00:19,0,0,0
2022-02-19 19:05:19,0,0,0
2022-02-19 19:10:19,0,0,0
2022-02-19 19:15:19,0,0,0
2022-02-19 19:20:19,0,0,0
2022-02-19 19:25:19,0,0,0
2022-02-19 19:30:19,0,0,0
2022-02-19 19:35:19,0,0,0
2022-02-19 19:40:19,0,0,0
2022-02-19 19:45:19,0,0,0
2022-02-19 19:50:19,0,0,0
2022-02-19 19:55:19,0,0,0
2022-02-19 20:00:19,0,0,0
2022-02-19 20:05:19,0,0,0
2022-02-19 20:10:19,0,0,0
2022-02-19 20:15:19,0,0,0
2022-02-19 20:20:19,0,0,0
2022-02-19 20:25:19,0,0,0
2022-02-19 20:30:19,0,0,0
2022-02-19 20:35:19,0,0,0
2022-02-19 20:40:19,0,0,0
2022-02-19 20:45:19,0,0,0
2022-02-19 20:50:19,0,0,0
2022-02-19 20:55:19,0,0,0
2022-02-19 21:00:19,0,0,0
2022-02-19 21:05:19,0,0,0
2022-02-19 21:10:19,0,0,0
2022-02-19 21:15:19,0,0,0
2022-02-19 21:20:19,0,0,0
2022-02-19 21:25:20,0,0,0
2022-02-19 21:30:19,0,0,0
2022-02-19 21:35:19,0,0,0
2022-02-19 21:40:19,0,0,0
2022-02-19 21:45:19,0,0,0
2022-02-19 21:50:19,0,0,0
2022-02-19 21:55:19,0,0,0
2022-02-19 22:00:19,0,0,0
2022-02-19 22:05:19,0,0,0
2022-02-19 22:10:19,0,0,0
2022-02-19 22:15:21,0,0,0
2022-02-19 22:20:19,0,0,0
2022-02-19 22:25:19,0,0,0
2022-02-19 22:30:19,0,0,0
2022-02-19 22:35:19,0,0,0
2022-02-19 22:40:19,0,0,0
2022-02-19 22:45:19,0,0,0
2022-02-19 22:50:19,0,0,0
2022-02-19 22:55:19,0,0,0
2022-02-19 23:00:19,0,0,0
2022-02-19 23:05:19,0,0,0
2022-02-19 23:10:19,0,0,0
2022-02-19 23:15:19,0,0,0
2022-02-19 23:20:19,0,0,0
2022-02-19 23:25:19,0,0,0
2022-02-19 23:30:19,0,0,0
2022-02-19 23:35:19,0,0,0
2022-02-19 23:40:19,0,0,0
2022-02-19 23:45:19,0,0,0
2022-02-19 23:50:19,0,0,0
2022-02-19 23:55:19,0,0,0
2022-02-20 00:00:19,0,0,0
2022-02-20 00:05:19,0,0,0
2022-02-20 00:10:19,0,0,0
2022-02-20 00:15:19,0,0,0
2022-02-20 00:20:19,0,0,0
2022-02-20 00:25:19,0,0,0
2022-02-20 00:30:19,0,0,0
2022-02-20 00:35:19,0,0,0
2022-02-20 00:40:19,0,0,0
2022-02-20 00:45:19,0,0,0
2022-02-20 00:50:19,0,0,0
2022-02-20 00:55:19,0,0,0
2022-02-20 01:00:19,0,0,0
2022-02-20 01:05:19,0,0,0
2022-02-20 01:10:19,0,0,0
2022-02-20 01:15:19,0,0,0
2022-02-20 01:20:19,0,0,0
2022-02-20 01:25:19,0,0,0
2022-02-20 01:30:19,0,0,0
2022-02-20 01:35:19,0,0,0
2022-02-20 01:40:19,0,0,0
2022-02-20 01:45:19,0,0,0
2022-02-20 01:50:19,0,0,0
2022-02-20 01:55:19,0,0,0
2022-02-20 02:00:19,0,0,0
2022-02-20 02:05:19,0,0,0
2022-02-20 02:10:19,0,0,0
2022-02-20 02:15:19,0,0,0
2022-02-20 02:20:19,0,0,0
2022-02-20 02:25:19,0,0,0
2022-02-20 02:30:19,0,0,0
2022-02-20 02:35:19,0,0,0
2022-02-20 02:40:19,0,0,0
2022-02-20 02:45:19,0,0,0
2022-02-20 02:50:19,0,0,0
2022-02-20 02:55:19,0,0,0
2022-02-20 03:00:19,0,0,0
2022-02-20 03:05:19,0,0,0
2022-02-20 03:10:19,0,0,0
2022-02-20 03:15:19,0,0,0
2022-02-20 03:20:19,0,0,0
2022-02-20 03:25:19,0,0,0
2022-02-20 03:30:19,0,0,0
2022-02-20 03:35:19,0,0,0
2022-02-20 03:40:19,0,0,0
2022-02-20 03:45:19,0,0,0
2022-02-20 03:50:19,0,0,0
2022-02-20 03:55:19,0,0,0
2022-02-20 04:00:19,0,0,0
2022-02-20 04:05:19,0,0,0
2022-02-20 04:10:19,0,0,0
2022-02-20 04:15:19,0,0,0
2022-02-20 04:20:19,0,0,0
2022-02-20 04:25:19,0,0,0
2022-02-20 04:30:19,0,0,0
2022-02-20 04:35:19,0,0,0
2022-02-20 04:40:19,0,0,0
2022-02-20 04:45:19,0,0,0
2022-02-20 04:50:19,0,0,0
2022-02-20 04:55:19,0,0,0
2022-02-20 05:00:19,0,0,0
2022-02-20 05:05:19,0,0,0
2022-02-20 05:10:19,0,0,0
2022-02-20 05:15:19,0,0,0
2022-02-20 05:20:19,0,0,0
2022-02-20 05:25:19,0,0,0
2022-02-20 05:30:19,0,0,0
2022-02-20 05:35:19,0,0,0
2022-02-20 05:40:19,0,0,0
2022-02-20 05:45:19,0,0,0
2022-02-20 05:50:19,0,0,0
2022-02-20 05:55:19,0,0,0
2022-02-20 06:00:19,0,0,0
2022-02-20 06:05:19,0,0,0
2022-02-20 06:10:19,0,0,0
2022-02-20 06:15:19,0,0,0
2022-02-20 06:20:19,0,0,0
2022-02-20 06:25:19,0,0,0
2022-02-20 06:30:19,0,0,0
2022-02-20 06:35:19,0,0,0
2022-02-20 06:40:19,0,0,0
2022-02-20 06:45:19,0,0,0
2022-02-20 06:50:19,0,0,0
2022-02-20 06:55:19,0,0,0
2022-02-20 07:00:19,0,0,0
2022-02-20 07:05:19,0,0,0
2022-02-20 07:10:20,0,0,0
2022-02-20 07:15:19,0,0,0
2022-02-20 07:20:19,0,0,0
2022-02-20 07:25:19,0,0,0
2022-02-20 07:30:19,0,0,0
2022-02-20 07:35:19,0,0,0
2022-02-20 07:40:19,0,0,0
2022-02-20 07:45:19,0,0,0
2022-02-20 07:50:19,0,0,0
2022-02-20 07:55:19,0,0,0
2022-02-20 08:00:19,0,0,0
2022-02-20 08:05:19,0,0,0
2022-02-20 08:10:19,0,0,0
2022-02-20 08:15:19,0,0,0
2022-02-20 08:20:19,0,0,0
2022-02-20 08:25:19,0,0,0
2022-02-20 08:30:19,0,0,0
2022-02-20 08:35:19,0,0,0
2022-02-20 08:40:19,0,0,0
2022-02-20 08:45:19,0,0,0
2022-02-20 08:50:19,0,0,0
2022-02-20 08:55:19,0,0,0
2022-02-20 09:00:19,0,0,0
2022-02-20 09:05:19,0,0,0
2022-02-20 09:10:19,0,0,0
2022-02-20 09:15:19,0,0,0
2022-02-20 09:20:19,0,0,0
2022-02-20 09:25:19,0,0,0
2022-02-20 09:30:19,0,0,0
2022-02-20 09:35:19,0,0,0
2022-02-20 09:40:19,0,0,0
2022-02-20 09:45:19,0,0,0
2022-02-20 09:50:19,0,0,0
2022-02-20 09:55:19,0,0,0
2022-02-20 10:00:19,0,0,0
2022-02-20 10:05:19,0,0,0
2022-02-20 10:10:19,0,0,0
2022-02-20 10:15:19,0,0,0
2022-02-20 10:20:18,0,0,0
2022-02-20 10:25:19,0,0,0
2022-02-20 10:30:18,0,0,0
2022-02-20 10:35:19,0,0,0
2022-02-20 10:40:18,0,0,0
2022-02-20 10:45:18,0,0,0
2022-02-20 10:50:18,0,0,0
2022-02-20 11:00:18,0,0,0
2022-02-20 11:05:18,0,0,0
2022-02-20 11:10:18,0,0,0
2022-02-20 11:15:18,0,0,0
2022-02-20 11:20:18,0,0,0
2022-02-20 11:25:18,0,0,0
2022-02-20 11:30:18,0,0,0
2022-02-20 11:35:18,0,0,0
2022-02-20 11:40:18,0,0,0
2022-02-20 11:45:18,0,0,0
2022-02-20 11:50:18,0,0,0
2022-02-20 11:55:18,0,0,0
2022-02-20 12:00:19,0,0,0
2022-02-20 12:05:18,0,0,0
2022-02-20 12:10:18,0,0,0
2022-02-20 12:15:18,0,0,0
2022-02-20 12:20:18,0,0,0
2022-02-20 12:25:18,0,0,0
2022-02-20 12:30:18,0,0,0
2022-02-20 12:35:18,0,0,0
2022-02-20 12:40:18,0,0,0
2022-02-20 12:45:18,0,0,0
2022-02-20 12:50:18,0,0,0
2022-02-20 12:55:18,0,0,0
2022-02-20 13:00:18,0,0,0
2022-02-20 13:05:18,0,0,0
2022-02-20 13:10:18,0,0,0
2022-02-20 13:15:18,0,0,0
2022-02-20 13:20:18,0,0,0
2022-02-20 13:25:18,0,0,0
2022-02-20 13:30:18,0,0,0
2022-02-20 13:35:18,0,0,0
2022-02-20 13:40:18,0,0,0
2022-02-20 13:45:18,0,0,0
2022-02-20 13:50:18,0,0,0
2022-02-20 13:55:18,0,0,0
2022-02-20 14:00:18,0,0,0
2022-02-20 14:05:18,0,0,0
2022-02-20 14:10:18,0,0,0
2022-02-20 14:15:18,0,0,0
2022-02-20 14:20:18,0,0,0
2022-02-20 14:25:18,0,0,0
2022-02-20 14:30:19,0,0,0
2022-02-20 14:35:18,0,0,0
2022-02-20 14:40:18,0,0,0
2022-02-20 14:45:18,0,0,0
2022-02-20 14:50:18,0,0,0
2022-02-20 14:55:18,0,0,0
2022-02-20 15:00:18,0,0,0
2022-02-20 15:05:18,0,0,0
2022-02-20 15:10:18,0,0,0
2022-02-20 15:15:18,0,0,0
2022-02-20 15:20:18,0,0,0
2022-02-20 15:25:18,0,0,0
2022-02-20 15:30:18,0,0,0
2022-02-20 15:35:18,0,0,0
2022-02-20 15:40:18,0,0,0
2022-02-20 15:45:18,0,0,0
2022-02-20 15:50:18,0,0,0
2022-02-20 15:55:18,0,0,0
